ID,Rua_Acolhimento,Motivo_dormir_rua
3907,Rua,Não se aplica
3908,Rua,Não se aplica
3909,Rua,Não se aplica
3910,Rua,Não se aplica
3911,Rua,Não se aplica
3912,Rua,Não se aplica
3913,Rua,Não se aplica
3914,Rua,Não se aplica
3915,Rua,Não se aplica
3916,Rua,Não se aplica
3917,Rua,Não se aplica
3918,Rua,Não se aplica
3919,Rua,Não se aplica
3920,Rua,Não se aplica
3921,Rua,Não se aplica
3922,Rua,Não se aplica
3923,Rua,Não se aplica
3924,Rua,Não se aplica
3925,Rua,Não se aplica
3926,Rua,Não se aplica
3927,Rua,Não se aplica
3928,Rua,Não se aplica
3929,Rua,Não se aplica
3930,Rua,Não se aplica
3931,Rua,Não se aplica
3932,Rua,Não se aplica
3933,Rua,Não se aplica
3934,Rua,Não se aplica
3935,Rua,Não se aplica
3936,Rua,Não se aplica
3937,Rua,Não se aplica
3938,Rua,Não se aplica
3939,Rua,Não se aplica
3940,Rua,Não se aplica
3941,Rua,Não se aplica
3942,Rua,Não se aplica
3943,Rua,Não se aplica
3944,Rua,Não se aplica
3945,Rua,Não se aplica
3946,Rua,Não se aplica
3947,Rua,Não se aplica
3948,Rua,Não se aplica
3949,Rua,Não se aplica
3950,Rua,Não se aplica
3951,Rua,Não se aplica
3952,Rua,Não se aplica
3953,Rua,Não se aplica
3954,Rua,Não se aplica
3955,Rua,Não se aplica
3956,Rua,Não se aplica
3957,Rua,Não se aplica
3958,Rua,Não se aplica
3959,Rua,Não se aplica
3960,Rua,Não se aplica
3961,Rua,Não se aplica
3962,Rua,Não se aplica
3963,Rua,Não se aplica
3964,Rua,Não se aplica
3965,Rua,Não se aplica
3966,Rua,Não se aplica
3967,Rua,Não se aplica
3968,Rua,Não se aplica
3969,Rua,Não se aplica
3970,Rua,Não se aplica
3971,Rua,Não se aplica
3972,Rua,Não se aplica
3973,Rua,Não se aplica
3974,Rua,Não se aplica
3975,Rua,Não se aplica
3976,Rua,Não se aplica
3977,Rua,Não se aplica
3978,Rua,Não se aplica
3979,Rua,Não se aplica
3980,Rua,Não se aplica
3981,Rua,Não se aplica
3982,Rua,Não se aplica
3983,Rua,Não se aplica
3984,Rua,Não se aplica
3985,Rua,Não se aplica
3986,Rua,Não se aplica
3987,Rua,Não se aplica
3988,Rua,Não se aplica
3989,Rua,Não se aplica
3990,Rua,Não se aplica
3991,Rua,Não se aplica
3992,Rua,Não se aplica
3993,Rua,Não se aplica
3994,Rua,Não se aplica
3995,Rua,Não se aplica
3996,Rua,Não se aplica
3997,Rua,Não se aplica
3998,Rua,Não se aplica
3999,Rua,Não se aplica
4000,Rua,Não se aplica
4001,Rua,Não se aplica
4002,Rua,Não se aplica
4003,Rua,Não se aplica
4004,Rua,Não se aplica
4005,Rua,Não se aplica
4006,Rua,Não se aplica
4007,Rua,Não se aplica
4008,Rua,Não se aplica
4009,Rua,Não se aplica
4010,Rua,Não se aplica
4011,Rua,Não se aplica
4012,Rua,Não se aplica
4013,Rua,Não se aplica
4014,Rua,Não se aplica
4015,Rua,Não se aplica
4016,Rua,Não se aplica
4017,Rua,Não se aplica
4018,Rua,Não se aplica
4019,Rua,Não se aplica
4020,Rua,Não se aplica
4021,Rua,Não se aplica
4022,Rua,Não se aplica
4023,Rua,Não se aplica
4024,Rua,Não se aplica
4025,Rua,Não se aplica
4026,Rua,Não se aplica
4027,Rua,Não se aplica
4028,Rua,Não se aplica
4029,Rua,Não se aplica
4030,Rua,Não se aplica
4031,Rua,Não se aplica
4032,Rua,Não se aplica
4033,Rua,Não se aplica
4034,Rua,Não se aplica
4035,Rua,Não se aplica
4036,Rua,Não se aplica
4037,Rua,Não se aplica
4038,Rua,Não se aplica
4039,Rua,Não se aplica
4040,Rua,Não se aplica
4041,Rua,Não se aplica
4042,Rua,Não se aplica
4043,Rua,Não se aplica
4044,Rua,Não se aplica
4045,Rua,Não se aplica
4046,Rua,Não se aplica
4047,Rua,Não se aplica
4048,Rua,Não se aplica
4049,Rua,Não se aplica
4050,Rua,Não se aplica
4051,Rua,Não se aplica
4052,Rua,Não se aplica
4053,Rua,Não se aplica
4054,Rua,Não se aplica
4055,Rua,Não se aplica
4056,Rua,Não se aplica
4057,Rua,Não se aplica
4058,Rua,Não se aplica
4059,Rua,Não se aplica
4060,Rua,Não se aplica
4061,Rua,Não se aplica
4062,Rua,Não se aplica
4063,Rua,Não se aplica
4064,Rua,Não se aplica
4065,Rua,Não se aplica
4066,Rua,Não se aplica
4067,Rua,Não se aplica
4068,Rua,Não se aplica
4069,Rua,Não se aplica
4070,Rua,Não se aplica
4071,Rua,Não se aplica
4072,Rua,Não se aplica
4073,Rua,Não se aplica
4074,Rua,Não se aplica
4075,Rua,Não se aplica
4076,Rua,Não se aplica
4077,Rua,Não se aplica
4078,Rua,Não se aplica
4079,Rua,Não se aplica
4080,Rua,Não se aplica
4081,Rua,Não se aplica
4082,Rua,Não se aplica
4083,Rua,Não se aplica
4084,Rua,Não se aplica
4085,Rua,Não se aplica
4086,Rua,Não se aplica
4087,Rua,Não se aplica
4088,Rua,Não se aplica
4089,Rua,Não se aplica
4090,Rua,Não se aplica
4091,Rua,Não se aplica
4092,Rua,Não se aplica
4093,Rua,Não se aplica
4094,Rua,Não se aplica
4095,Rua,Não se aplica
4096,Rua,Não se aplica
4097,Rua,Não se aplica
4098,Rua,Não se aplica
4099,Rua,Não se aplica
4100,Rua,Não se aplica
4101,Rua,Não se aplica
4102,Rua,Não se aplica
4103,Rua,Não se aplica
4104,Rua,Não se aplica
4105,Rua,Não se aplica
4106,Rua,Não se aplica
4107,Rua,Não se aplica
4108,Rua,Não se aplica
4109,Rua,Não se aplica
4110,Rua,Não se aplica
4111,Rua,Não se aplica
4112,Rua,Não se aplica
4113,Rua,Não se aplica
4114,Rua,Não se aplica
4115,Rua,Não se aplica
4116,Rua,Não se aplica
4117,Rua,Não se aplica
4118,Rua,Não se aplica
4119,Rua,Não se aplica
4120,Rua,Não se aplica
4121,Rua,Não se aplica
4122,Rua,Não se aplica
4123,Rua,Não se aplica
4124,Rua,Não se aplica
4125,Rua,Não se aplica
4126,Rua,Não se aplica
4127,Rua,Não se aplica
4128,Rua,Não se aplica
4129,Rua,Não se aplica
4130,Rua,Não se aplica
4131,Rua,Não se aplica
4132,Rua,Não se aplica
4133,Rua,Não se aplica
4134,Rua,Não se aplica
4135,Rua,Não se aplica
4136,Rua,Não se aplica
4137,Rua,Não se aplica
4138,Rua,Não se aplica
4139,Rua,Não se aplica
4140,Rua,Não se aplica
4141,Rua,Não se aplica
4142,Rua,Não se aplica
4143,Rua,Não se aplica
4144,Rua,Não se aplica
4145,Rua,Não se aplica
4146,Rua,Não se aplica
4147,Rua,Não se aplica
4148,Rua,Não se aplica
4149,Rua,Não se aplica
4150,Rua,Não se aplica
4151,Rua,Não se aplica
4152,Rua,Não se aplica
4153,Rua,Não se aplica
4154,Rua,Não se aplica
4155,Rua,Não se aplica
4156,Rua,Não se aplica
4157,Rua,Não se aplica
4158,Rua,Não se aplica
4159,Rua,Não se aplica
4160,Rua,Não se aplica
4161,Rua,Não se aplica
4162,Rua,Não se aplica
4163,Rua,Não se aplica
4164,Rua,Não se aplica
4165,Rua,Não se aplica
4166,Rua,Não se aplica
4167,Rua,Não se aplica
4168,Rua,Não se aplica
4169,Rua,Não se aplica
4170,Rua,Não se aplica
4171,Rua,Não se aplica
4172,Rua,Não se aplica
4173,Rua,Não se aplica
4174,Rua,Não se aplica
4175,Rua,Não se aplica
4176,Rua,Não se aplica
4177,Rua,Não se aplica
4178,Rua,Não se aplica
4179,Rua,Não se aplica
4180,Rua,Não se aplica
4181,Rua,Não se aplica
4182,Rua,Não se aplica
4183,Rua,Não se aplica
4184,Rua,Não se aplica
4185,Rua,Não se aplica
4186,Rua,Não se aplica
4187,Rua,Não se aplica
4188,Rua,Não se aplica
4189,Rua,Não se aplica
4190,Rua,Não se aplica
4191,Rua,Não se aplica
4192,Rua,Não se aplica
4193,Rua,Não se aplica
4194,Rua,Não se aplica
4195,Rua,Não se aplica
4196,Rua,Não se aplica
4197,Rua,Não se aplica
4198,Rua,Não se aplica
4199,Rua,Não se aplica
4200,Rua,Não se aplica
4201,Rua,Não se aplica
4202,Rua,Não se aplica
4203,Rua,Não se aplica
4204,Rua,Não se aplica
4205,Rua,Não se aplica
4206,Rua,Não se aplica
4207,Rua,Não se aplica
4208,Rua,Não se aplica
4209,Rua,Não se aplica
4210,Rua,Não se aplica
4211,Rua,Não se aplica
4212,Rua,Não se aplica
4213,Rua,Não se aplica
4214,Rua,Não se aplica
4215,Rua,Não se aplica
4216,Rua,Não se aplica
4217,Rua,Não se aplica
4218,Rua,Não se aplica
4219,Rua,Não se aplica
4220,Rua,Não se aplica
4221,Rua,Não se aplica
4222,Rua,Não se aplica
4223,Rua,Não se aplica
4224,Rua,Não se aplica
4225,Rua,Não se aplica
4226,Rua,Não se aplica
4227,Rua,Não se aplica
4228,Rua,Não se aplica
4229,Rua,Não se aplica
4230,Rua,Não se aplica
4231,Rua,Não se aplica
4232,Rua,Não se aplica
4233,Rua,Não se aplica
4234,Rua,Não se aplica
4235,Rua,Não se aplica
4236,Rua,Não se aplica
4237,Rua,Não se aplica
4238,Rua,Não se aplica
4239,Rua,Não se aplica
4240,Rua,Não se aplica
4241,Rua,Não se aplica
4242,Rua,Não se aplica
4243,Rua,Não se aplica
4244,Rua,Não se aplica
4245,Rua,Não se aplica
4246,Rua,Não se aplica
4247,Rua,Não se aplica
4248,Rua,Não se aplica
4249,Rua,Não se aplica
4250,Rua,Não se aplica
4251,Rua,Não se aplica
4252,Rua,Não se aplica
4253,Rua,Não se aplica
4254,Rua,Não se aplica
4255,Rua,Não se aplica
4256,Rua,Não se aplica
4257,Rua,Não se aplica
4258,Rua,Não se aplica
4259,Rua,Não se aplica
4260,Rua,Não se aplica
4261,Rua,Não se aplica
4262,Rua,Não se aplica
4263,Rua,Não se aplica
4264,Rua,Não se aplica
4265,Rua,Não se aplica
4266,Rua,Não se aplica
4267,Rua,Não se aplica
4268,Rua,Não se aplica
4269,Rua,Não se aplica
4270,Rua,Não se aplica
4271,Rua,Não se aplica
4272,Rua,Não se aplica
4273,Rua,Não se aplica
4274,Rua,Não se aplica
4275,Rua,Não se aplica
4276,Rua,Não se aplica
4277,Rua,Não se aplica
4278,Rua,Não se aplica
4279,Rua,Não se aplica
4280,Rua,Não se aplica
4281,Rua,Não se aplica
4282,Rua,Não se aplica
4283,Rua,Não se aplica
4284,Rua,Não se aplica
4285,Rua,Não se aplica
4286,Rua,Não se aplica
4287,Rua,Não se aplica
4288,Rua,Não se aplica
4289,Rua,Não se aplica
4290,Rua,Não se aplica
4291,Rua,Não se aplica
4292,Rua,Não se aplica
4293,Rua,Não se aplica
4294,Rua,Não se aplica
4295,Rua,Não se aplica
4296,Rua,Não se aplica
4297,Rua,Não se aplica
4298,Rua,Não se aplica
4299,Rua,Não se aplica
4300,Rua,Não se aplica
4301,Rua,Não se aplica
4302,Rua,Não se aplica
4303,Rua,Não se aplica
4304,Rua,Não se aplica
4305,Rua,Não se aplica
4306,Rua,Não se aplica
4307,Rua,Não se aplica
4308,Rua,Não se aplica
4309,Rua,Não se aplica
4310,Rua,Não se aplica
4311,Rua,Não se aplica
4312,Rua,Não se aplica
4313,Rua,Não se aplica
4314,Rua,Não se aplica
4315,Rua,Não se aplica
4316,Rua,Não se aplica
4317,Rua,Não se aplica
4318,Rua,Não se aplica
4319,Rua,Não se aplica
4320,Rua,Não se aplica
4321,Rua,Não se aplica
4322,Rua,Não se aplica
4323,Rua,Não se aplica
4324,Rua,Não se aplica
4325,Rua,Não se aplica
4326,Rua,Não se aplica
4327,Rua,Não se aplica
4328,Rua,Não se aplica
4329,Rua,Não se aplica
4330,Rua,Não se aplica
4331,Rua,Não se aplica
4332,Rua,Não se aplica
4333,Rua,Não se aplica
4334,Rua,Não se aplica
4335,Rua,Não se aplica
4336,Rua,Não se aplica
4337,Rua,Não se aplica
4338,Rua,Não se aplica
4339,Rua,Não se aplica
4340,Rua,Não se aplica
4341,Rua,Não se aplica
4342,Rua,Não se aplica
4343,Rua,Não se aplica
4344,Rua,Não se aplica
4345,Rua,Não se aplica
4346,Rua,Não se aplica
4347,Rua,Não se aplica
4348,Rua,Não se aplica
4349,Rua,Não se aplica
4350,Rua,Não se aplica
4351,Rua,Não se aplica
4352,Rua,Não se aplica
4353,Rua,Não se aplica
4354,Rua,Não se aplica
4355,Rua,Não se aplica
4356,Rua,Não se aplica
4357,Rua,Não se aplica
4358,Rua,Não se aplica
4359,Rua,Não se aplica
4360,Rua,Não se aplica
4361,Rua,Não se aplica
4362,Rua,Não se aplica
4363,Rua,Não se aplica
4364,Rua,Não se aplica
4365,Rua,Não se aplica
4366,Rua,Não se aplica
4367,Rua,Não se aplica
4368,Rua,Não se aplica
4369,Rua,Não se aplica
4370,Rua,Não se aplica
4371,Rua,Não se aplica
4372,Rua,Não se aplica
4373,Rua,Não se aplica
4374,Rua,Não se aplica
4375,Rua,Não se aplica
4376,Rua,Não se aplica
4377,Rua,Não se aplica
4378,Rua,Não se aplica
4379,Rua,Não se aplica
4380,Rua,Não se aplica
4381,Rua,Não se aplica
4382,Rua,Não se aplica
4383,Rua,Não se aplica
4384,Rua,Não se aplica
4385,Rua,Não se aplica
4386,Rua,Não se aplica
4387,Rua,Não se aplica
4388,Rua,Não se aplica
4389,Rua,Não se aplica
4390,Rua,Não se aplica
4391,Rua,Não se aplica
4392,Rua,Não se aplica
4393,Rua,Não se aplica
4394,Rua,Não se aplica
4395,Rua,Não se aplica
4396,Rua,Não se aplica
4397,Rua,Não se aplica
4398,Rua,Não se aplica
4399,Rua,Não se aplica
4400,Rua,Não se aplica
4401,Rua,Não se aplica
4402,Rua,Não se aplica
4403,Rua,Não se aplica
4404,Rua,Não se aplica
4405,Rua,Não se aplica
4406,Rua,Não se aplica
4407,Rua,Não se aplica
4408,Rua,Não se aplica
4409,Rua,Não se aplica
4410,Rua,Não se aplica
4411,Rua,Não se aplica
4412,Rua,Não se aplica
4413,Rua,Não se aplica
4414,Rua,Não se aplica
4415,Rua,Não se aplica
4416,Rua,Não se aplica
4417,Rua,Não se aplica
4418,Rua,Não se aplica
4419,Rua,Não se aplica
4420,Rua,Não se aplica
4421,Rua,Não se aplica
4422,Rua,Não se aplica
4423,Rua,Não se aplica
4424,Rua,Não se aplica
4425,Rua,Não se aplica
4426,Rua,Não se aplica
4427,Rua,Não se aplica
4428,Rua,Não se aplica
4429,Rua,Não se aplica
4430,Rua,Não se aplica
4431,Rua,Não se aplica
4432,Rua,Não se aplica
4433,Rua,Não se aplica
4434,Rua,Não se aplica
4435,Rua,Não se aplica
4436,Rua,Não se aplica
4437,Rua,Não se aplica
4438,Rua,Não se aplica
4439,Rua,Não se aplica
4440,Rua,Não se aplica
4441,Rua,Não se aplica
4442,Rua,Não se aplica
4443,Rua,Não se aplica
4444,Rua,Não se aplica
4445,Rua,Não se aplica
4446,Rua,Não se aplica
4447,Rua,Não se aplica
4448,Rua,Não se aplica
4449,Rua,Não se aplica
4450,Rua,Não se aplica
4451,Rua,Não se aplica
4452,Rua,Não se aplica
4453,Rua,Não se aplica
4454,Rua,Não se aplica
4455,Rua,Não se aplica
4456,Rua,Não se aplica
4457,Rua,Não se aplica
4458,Rua,Não se aplica
4459,Rua,Não se aplica
4460,Rua,Não se aplica
4461,Rua,Não se aplica
4462,Rua,Não se aplica
4463,Rua,Não se aplica
4464,Rua,Não se aplica
4465,Rua,Não se aplica
4466,Rua,Não se aplica
4467,Rua,Não se aplica
4468,Rua,Não se aplica
4469,Rua,Não se aplica
4470,Rua,Não se aplica
4471,Rua,Não se aplica
4472,Rua,Não se aplica
4473,Rua,Não se aplica
4474,Rua,Não se aplica
4475,Rua,Não se aplica
4476,Rua,Não se aplica
4477,Rua,Não se aplica
4478,Rua,Não se aplica
4479,Rua,Não se aplica
4480,Rua,Não se aplica
4481,Rua,Não se aplica
4482,Rua,Não se aplica
4483,Rua,Não se aplica
4484,Rua,Não se aplica
4485,Rua,Não se aplica
4486,Rua,Não se aplica
4487,Rua,Não se aplica
4488,Rua,Não se aplica
4489,Rua,Não se aplica
4490,Rua,Não se aplica
4491,Rua,Não se aplica
4492,Rua,Não se aplica
4493,Rua,Não se aplica
4494,Rua,Não se aplica
4495,Rua,Não se aplica
4496,Rua,Não se aplica
4497,Rua,Não se aplica
4498,Rua,Não se aplica
4499,Rua,Não se aplica
4500,Rua,Não se aplica
4501,Rua,Não se aplica
4502,Rua,Não se aplica
4503,Rua,Não se aplica
4504,Rua,Não se aplica
4505,Rua,Não se aplica
4506,Rua,Não se aplica
4507,Rua,Não se aplica
4508,Rua,Não se aplica
4509,Rua,Não se aplica
4510,Rua,Não se aplica
4511,Rua,Não se aplica
4512,Rua,Não se aplica
4513,Rua,Não se aplica
4514,Rua,Não se aplica
4515,Rua,Não se aplica
4516,Rua,Não se aplica
4517,Rua,Não se aplica
4518,Rua,Não se aplica
4519,Rua,Não se aplica
4520,Rua,Não se aplica
4521,Rua,Não se aplica
4522,Rua,Não se aplica
4523,Rua,Não se aplica
4524,Rua,Não se aplica
4525,Rua,Não se aplica
4526,Rua,Não se aplica
4527,Rua,Não se aplica
4528,Rua,Não se aplica
4529,Rua,Não se aplica
4530,Rua,Não se aplica
4531,Rua,Não se aplica
4532,Rua,Não se aplica
4533,Rua,Não se aplica
4534,Rua,Não se aplica
4535,Rua,Não se aplica
4536,Rua,Não se aplica
4537,Rua,Não se aplica
4538,Rua,Não se aplica
4539,Rua,Não se aplica
4540,Rua,Não se aplica
4541,Rua,Não se aplica
4542,Rua,Não se aplica
4543,Rua,Não se aplica
4544,Rua,Não se aplica
4545,Rua,Não se aplica
4546,Rua,Não se aplica
4547,Rua,Não se aplica
4548,Rua,Não se aplica
4549,Rua,Não se aplica
4550,Rua,Não se aplica
4551,Rua,Não se aplica
4552,Rua,Não se aplica
4553,Rua,Não se aplica
4554,Rua,Não se aplica
4555,Rua,Não se aplica
4556,Rua,Não se aplica
4557,Rua,Não se aplica
4558,Rua,Não se aplica
4559,Rua,Não se aplica
4560,Rua,Não se aplica
4561,Rua,Não se aplica
4562,Rua,Não se aplica
4563,Rua,Não se aplica
4564,Rua,Não se aplica
4565,Rua,Não se aplica
4566,Rua,Não se aplica
4567,Rua,Não se aplica
4568,Rua,Não se aplica
4569,Rua,Não se aplica
4570,Rua,Não se aplica
4571,Rua,Não se aplica
4572,Rua,Não se aplica
4573,Rua,Não se aplica
4574,Rua,Não se aplica
4575,Rua,Não se aplica
4576,Rua,Não se aplica
4577,Rua,Não se aplica
4578,Rua,Não se aplica
4579,Rua,Não se aplica
4580,Rua,Não se aplica
4581,Rua,Não se aplica
4582,Rua,Não se aplica
4583,Rua,Não se aplica
4584,Rua,Não se aplica
4585,Rua,Não se aplica
4586,Rua,Não se aplica
4587,Rua,Não se aplica
4588,Rua,Não se aplica
4589,Rua,Não se aplica
4590,Rua,Não se aplica
4591,Rua,Não se aplica
4592,Rua,Não se aplica
4593,Rua,Não se aplica
4594,Rua,Não se aplica
4595,Rua,Não se aplica
4596,Rua,Não se aplica
4597,Rua,Não se aplica
4598,Rua,Não se aplica
4599,Rua,Não se aplica
4600,Rua,Não se aplica
4601,Rua,Não se aplica
4602,Rua,Não se aplica
4603,Rua,Não se aplica
4604,Rua,Não se aplica
4605,Rua,Não se aplica
4606,Rua,Não se aplica
4607,Rua,Não se aplica
4608,Rua,Não se aplica
4609,Rua,Não se aplica
4610,Rua,Não se aplica
4611,Rua,Não se aplica
4612,Rua,Não se aplica
4613,Rua,Não se aplica
4614,Rua,Não se aplica
4615,Rua,Não se aplica
4616,Rua,Não se aplica
4617,Rua,Não se aplica
4618,Rua,Não se aplica
4619,Rua,Não se aplica
4620,Rua,Não se aplica
4621,Rua,Não se aplica
4622,Rua,Não se aplica
4623,Rua,Não se aplica
4624,Rua,Não se aplica
4625,Rua,Não se aplica
4626,Rua,Não se aplica
4627,Rua,Não se aplica
4628,Rua,Não se aplica
4629,Rua,Não se aplica
4630,Rua,Não se aplica
4631,Rua,Não se aplica
4632,Rua,Não se aplica
4633,Rua,Não se aplica
4634,Rua,Não se aplica
4635,Rua,Não se aplica
4636,Rua,Não se aplica
4637,Rua,Não se aplica
4638,Rua,Não se aplica
4639,Rua,Não se aplica
4640,Rua,Não se aplica
4641,Rua,Não se aplica
4642,Rua,Não se aplica
4643,Rua,Não se aplica
4644,Rua,Não se aplica
4645,Rua,Não se aplica
4646,Rua,Não se aplica
4647,Rua,Não se aplica
4648,Rua,Não se aplica
4649,Rua,Não se aplica
4650,Rua,Não se aplica
4651,Rua,Não se aplica
4652,Rua,Não se aplica
4653,Rua,Não se aplica
4654,Rua,Não se aplica
4655,Rua,Não se aplica
4656,Rua,Não se aplica
4657,Rua,Não se aplica
4658,Rua,Não se aplica
4659,Rua,Não se aplica
4660,Rua,Não se aplica
4661,Rua,Não se aplica
4662,Rua,Não se aplica
4663,Rua,Não se aplica
4664,Rua,Não se aplica
4665,Rua,Não se aplica
4666,Rua,Não se aplica
4667,Rua,Não se aplica
4668,Rua,Não se aplica
4669,Rua,Não se aplica
4670,Rua,Não se aplica
4671,Rua,Não se aplica
4672,Rua,Não se aplica
4673,Rua,Não se aplica
4674,Rua,Não se aplica
4675,Rua,Não se aplica
4676,Rua,Não se aplica
4677,Rua,Não se aplica
4678,Rua,Não se aplica
4679,Rua,Não se aplica
4680,Rua,Não se aplica
4681,Rua,Não se aplica
4682,Rua,Não se aplica
4683,Rua,Não se aplica
4684,Rua,Não se aplica
4685,Rua,Não se aplica
4686,Rua,Não se aplica
4687,Rua,Não se aplica
4688,Rua,Não se aplica
4689,Rua,Não se aplica
4690,Rua,Não se aplica
4691,Rua,Não se aplica
4692,Rua,Não se aplica
4693,Rua,Não se aplica
4694,Rua,Não se aplica
4695,Rua,Não se aplica
4696,Rua,Não se aplica
4697,Rua,Não se aplica
4698,Rua,Não se aplica
4699,Rua,Não se aplica
4700,Rua,Não se aplica
4701,Rua,Não se aplica
4702,Rua,Não se aplica
4703,Rua,Não se aplica
4704,Rua,Não se aplica
4705,Rua,Não se aplica
4706,Rua,Não se aplica
4707,Rua,Não se aplica
4708,Rua,Não se aplica
4709,Rua,Não se aplica
4710,Rua,Não se aplica
4711,Rua,Não se aplica
4712,Rua,Não se aplica
4713,Rua,Não se aplica
4714,Rua,Não se aplica
4715,Rua,Não se aplica
4716,Rua,Não se aplica
4717,Rua,Não se aplica
4718,Rua,Não se aplica
4719,Rua,Não se aplica
4720,Rua,Não se aplica
4721,Rua,Não se aplica
4722,Rua,Não se aplica
4723,Rua,Não se aplica
4724,Rua,Não se aplica
4725,Rua,Não se aplica
4726,Rua,Não se aplica
4727,Rua,Não se aplica
4728,Rua,Não se aplica
4729,Rua,Não se aplica
4730,Rua,Não se aplica
4731,Rua,Não se aplica
4732,Rua,Não se aplica
4733,Rua,Não se aplica
4734,Rua,Não se aplica
4735,Rua,Não se aplica
4736,Rua,Não se aplica
4737,Rua,Não se aplica
4738,Rua,Não se aplica
4739,Rua,Não se aplica
4740,Rua,Não se aplica
4741,Rua,Não se aplica
4742,Rua,Não se aplica
4743,Rua,Não se aplica
4744,Rua,Não se aplica
4745,Rua,Não se aplica
4746,Rua,Não se aplica
4747,Rua,Não se aplica
4748,Rua,Não se aplica
4749,Rua,Não se aplica
4750,Rua,Não se aplica
4751,Rua,Não se aplica
4752,Rua,Não se aplica
4753,Rua,Não se aplica
4754,Rua,Não se aplica
4755,Rua,Não se aplica
4756,Rua,Não se aplica
4757,Rua,Não se aplica
4758,Rua,Não se aplica
4759,Rua,Não se aplica
4760,Rua,Não se aplica
4761,Rua,Não se aplica
4762,Rua,Não se aplica
4763,Rua,Não se aplica
4764,Rua,Não se aplica
4765,Rua,Não se aplica
4766,Rua,Não se aplica
4767,Rua,Não se aplica
4768,Rua,Não se aplica
4769,Rua,Não se aplica
4770,Rua,Não se aplica
4771,Rua,Não se aplica
4772,Rua,Não se aplica
4773,Rua,Não se aplica
4774,Rua,Não se aplica
4775,Rua,Não se aplica
4776,Rua,Não se aplica
4777,Rua,Não se aplica
4778,Rua,Não se aplica
4779,Rua,Não se aplica
4780,Rua,Não se aplica
4781,Rua,Não se aplica
4782,Rua,Não se aplica
4783,Rua,Não se aplica
